Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
31/08/24,21:31:52,"""CNR6188798""",Completed,"""CID1580034""",Auto,Mandi House,Badarpur,5.7,44.2,,,,,,,128,22.1,3.9,4.4,UPI
14/03/24,14:56:00,"""CNR3635510""",Completed,"""CID8538227""",Premier Sedan,Laxmi Nagar,Chhatarpur,10.6,36.1,,,,,,,462,32.02,4.7,4.2,Uber Wallet
21/10/24,3:51:59,"""CNR5759480""",Completed,"""CID1747984""",Auto,Kirti Nagar,Hauz Rani,7.2,17.9,,,,,,,321,34.38,3.5,4.6,UPI
04/03/24,17:31:38,"""CNR9111247""",Completed,"""CID6880869""",Auto,Ghitorni,Vishwavidyalaya,2.8,38.6,,,,,,,521,14.83,3.7,4.3,Cash
17/08/24,8:43:32,"""CNR2179375""",No Driver Found,"""CID6825148""",Go Mini,Vaishali,Ghitorni,,,,,,,,,,,,,
05/10/24,23:31:13,"""CNR1564299""",Completed,"""CID8854990""",Go Mini,Arjangarh,Sikanderpur,2.2,30,,,,,,,553,30.26,3.1,4.3,Credit Card
15/01/24,18:36:38,"""CNR6793536""",Completed,"""CID5400163""",Go Mini,Badshahpur,Pulbangash,9.9,34.4,,,,,,,418,11.67,4.9,4.5,UPI
04/09/24,19:01:18,"""CNR7686730""",Completed,"""CID8348639""",Auto,IIT Delhi,Paharganj,4.4,23.7,,,,,,,453,42.24,4.4,4.3,Credit Card
06/02/24,16:53:48,"""CNR5740188""",Completed,"""CID4394973""",eBike,Khan Market,Bhikaji Cama Place,3,17.6,,,,,,,370,39.67,4.2,4,Cash
02/10/24,15:09:34,"""CNR6663108""",Completed,"""CID1773329""",Bike,Ardee City,IFFCO Chowk,11.8,33.4,,,,,,,620,26.47,4.5,4.2,UPI
19/02/24,15:45:56,"""CNR9812996""",Completed,"""CID3650281""",Premier Sedan,Kirti Nagar,Gurgaon Sector 29,11.2,36.6,,,,,,,412,32.7,4.9,3.7,UPI
07/02/24,19:03:02,"""CNR3255716""",Completed,"""CID4755659""",Bike,Sushant Lok,Hauz Rani,9.8,39.4,,,,,,,2286,42.29,4.7,5,Debit Card
31/01/24,22:57:45,"""CNR9686421""",Completed,"""CID3084936""",Bike,South Extension,Saket A Block,12.3,24.1,,,,,,,119,28.36,4.6,4.3,Cash
14/06/24,9:14:04,"""CNR1573515""",Completed,"""CID6213845""",Go Sedan,Mandi House,Mayur Vihar,13.7,26,,,,,,,144,19.5,4.3,4.3,UPI
13/01/24,17:08:47,"""CNR3588453""",Completed,"""CID8143238""",Bike,Sarai Kale Khan,Chandni Chowk,10.9,43.2,,,,,,,1704,36.8,4.6,4.9,UPI
04/08/24,5:17:51,"""CNR4001955""",Completed,"""CID7794315""",Auto,Shastri Park,Nirman Vihar,7.5,35.4,,,,,,,458,30.61,4.6,4.9,Uber Wallet
09/07/24,9:24:55,"""CNR7847138""",Completed,"""CID1832775""",Go Sedan,Greater Kailash,Palam Vihar,11,39.6,,,,,,,981,39.97,4.3,4.9,UPI
30/07/24,15:45:31,"""CNR1011828""",Cancelled by Customer,"""CID8503063""",Auto,Barakhamba Road,Tilak Nagar,8.7,,1,Driver asked to cancel,,,,,,,,,
29/02/24,14:43:34,"""CNR6716423""",Completed,"""CID9645049""",eBike,Jhilmil,Noida Film City,12.4,38.3,,,,,,,348,43.68,4.3,4.1,Uber Wallet
12/05/24,13:50:48,"""CNR8804391""",Completed,"""CID8359201""",Premier Sedan,Subhash Chowk,Rithala,13.3,29.1,,,,,,,849,11.2,3.2,4.6,Cash
10/05/24,17:49:38,"""CNR2922206""",Cancelled by Driver,"""CID2554728""",Go Sedan,Greater Kailash,Pataudi Chowk,9.4,,,,1,Personal & Car related issues,,,,,,,
24/02/24,14:26:26,"""CNR9180015""",Cancelled by Customer,"""CID6370215""",Auto,Model Town,Mandi House,19.7,,1,Driver is not moving towards pickup location,,,,,,,,,
01/09/24,16:23:37,"""CNR5795831""",Completed,"""CID1514973""",Auto,Tagore Garden,Sarojini Nagar,13.3,41.8,,,,,,,423,6.01,4.1,3.6,Uber Wallet
27/02/24,21:56:40,"""CNR9001609""",Cancelled by Customer,"""CID3109736""",eBike,Gwal Pahari,Nehru Place,18,,1,Wrong Address,,,,,,,,,
02/03/24,6:33:45,"""CNR2575033""",Completed,"""CID9908340""",Go Mini,IMT Manesar,Mansarovar Park,8,40,,,,,,,499,17.31,3.9,3.8,Credit Card
29/06/24,10:03:22,"""CNR3477944""",Completed,"""CID5363241""",Bike,Ashok Park Main,Maidan Garhi,12.6,24.9,,,,,,,599,17.42,4.3,4.6,UPI
18/09/24,4:13:34,"""CNR7595854""",Cancelled by Customer,"""CID4084707""",Go Mini,Tis Hazari,Kirti Nagar,11.3,,1,Change of plans,,,,,,,,,
02/09/24,13:49:12,"""CNR5907885""",Completed,"""CID6035871""",Go Mini,Qutub Minar,New Delhi Railway Station,6,22,,,,,,,439,49.53,4.6,4.4,Cash
15/09/24,14:40:59,"""CNR7342155""",Completed,"""CID2791110""",Uber XL,Panipat,South Extension,6.4,15.2,,,,,,,820,37.67,4.7,4.7,Uber Wallet
11/03/24,20:00:08,"""CNR6247659""",Completed,"""CID5878701""",Auto,Model Town,Sarai Kale Khan,13.2,44.8,,,,,,,558,25.87,4.1,4.3,UPI
01/08/24,13:36:28,"""CNR6143541""",Cancelled by Customer,"""CID6105151""",Premier Sedan,Vatika Chowk,Ashok Park Main,17.4,,1,Driver asked to cancel,,,,,,,,,
13/10/24,22:32:22,"""CNR6698454""",Completed,"""CID3691917""",Bike,Tilak Nagar,Welcome,13.4,36.2,,,,,,,172,26.12,4.7,5,UPI
04/06/24,1:55:51,"""CNR3455905""",Completed,"""CID2050891""",Premier Sedan,Inderlok,Subhash Nagar,11.3,25.3,,,,,,,408,35.78,4.7,4.2,Credit Card
16/08/24,21:42:48,"""CNR7772534""",No Driver Found,"""CID3628562""",Auto,Peeragarhi,Bhikaji Cama Place,,,,,,,,,,,,,
05/10/24,19:50:01,"""CNR5459730""",Completed,"""CID5467185""",Go Mini,DLF Phase 3,Aya Nagar,9.3,23.2,,,,,,,374,35.25,3.3,3.7,Uber Wallet
09/02/24,16:56:58,"""CNR2133610""",Completed,"""CID2410623""",Auto,Azadpur,Mansarovar Park,7.5,42.6,,,,,,,312,23.5,4.8,4.7,Uber Wallet
19/05/24,22:56:06,"""CNR1496869""",Completed,"""CID4249761""",eBike,Subhash Chowk,Jor Bagh,5.7,40.4,,,,,,,1453,16.11,4.6,4.4,Cash
01/11/24,6:51:50,"""CNR3911328""",Completed,"""CID5253013""",Premier Sedan,IMT Manesar,Botanical Garden,2.3,35,,,,,,,488,37.78,3,4.3,Uber Wallet
12/02/24,19:43:34,"""CNR2946845""",Completed,"""CID1908371""",Premier Sedan,IGNOU Road,Ghitorni Village,2.5,31.1,,,,,,,460,9.72,4.1,4.5,Cash
30/08/24,22:22:24,"""CNR9814855""",Completed,"""CID9108967""",Uber XL,Sarojini Nagar,Noida Extension,8.2,16.5,,,,,,,289,41.48,4.2,4.9,Cash
09/11/24,10:40:54,"""CNR1796881""",Completed,"""CID8962774""",Go Mini,Welcome,Janakpuri,2.2,38.7,,,,,,,272,29.66,3.2,4.6,UPI
22/08/24,9:48:59,"""CNR2186669""",Completed,"""CID3907868""",Auto,Bhiwadi,Pataudi Chowk,11.2,18.5,,,,,,,186,31.84,4.7,4.2,UPI
14/02/24,0:48:12,"""CNR7116384""",Completed,"""CID4440401""",Bike,Sushant Lok,Panipat,9.5,32.1,,,,,,,460,16.41,4.3,4.7,Cash
20/08/24,3:17:45,"""CNR4072920""",Completed,"""CID8671069""",Bike,AIIMS,Tagore Garden,2.8,31.9,,,,,,,282,36.34,5,4.6,Cash
15/02/24,12:20:59,"""CNR5252749""",Completed,"""CID3793599""",Auto,Vatika Chowk,Satguru Ram Singh Marg,9.3,15.1,,,,,,,165,5.45,4,4.4,UPI
12/04/24,1:51:40,"""CNR8323413""",Completed,"""CID5415856""",Auto,Sultanpur,Rithala,2.8,27.6,,,,,,,647,39.52,3.4,3,Cash
16/02/24,13:22:11,"""CNR1886641""",Completed,"""CID9220903""",Auto,Tughlakabad,Sarojini Nagar,14.1,25.2,,,,,,,295,24.11,4.3,4.1,UPI
03/02/24,17:25:24,"""CNR3402956""",Completed,"""CID2864644""",Auto,Delhi Gate,New Colony,7.6,28.9,,,,,,,538,2.85,4.3,4.2,Uber Wallet
03/08/24,16:52:12,"""CNR4689475""",Completed,"""CID9941726""",Auto,Hero Honda Chowk,Chhatarpur,13.1,43.6,,,,,,,191,5.07,3.9,3.8,Credit Card
13/12/24,19:18:26,"""CNR1380185""",Cancelled by Customer,"""CID8813633""",Go Sedan,DLF Phase 3,Lal Quila,7.8,,1,AC is not working,,,,,,,,,
29/05/24,18:20:25,"""CNR2468726""",Completed,"""CID3174171""",eBike,Chhatarpur,Subhash Nagar,7.8,34.3,,,,,,,275,48.88,3.4,4.1,UPI
02/05/24,19:06:53,"""CNR7914081""",Completed,"""CID1064362""",Go Mini,Golf Course Road,Sushant Lok,2.6,29.2,,,,,,,219,37.75,3.9,4.1,UPI
30/10/24,17:17:11,"""CNR5051853""",No Driver Found,"""CID2404725""",Go Mini,Nawada,Satguru Ram Singh Marg,,,,,,,,,,,,,
02/03/24,5:30:59,"""CNR9803255""",Completed,"""CID1920225""",Auto,Noida Extension,Jhilmil,4,26,,,,,,,694,6.47,4.5,4.3,Credit Card
15/09/24,9:41:44,"""CNR2322906""",Completed,"""CID2113459""",Go Mini,Jhilmil,Rajouri Garden,4.7,37.4,,,,,,,500,49.23,4.3,4.9,UPI
19/01/24,14:40:39,"""CNR7626429""",Completed,"""CID4768632""",Auto,Anand Vihar,Pitampura,9.4,28.4,,,,,,,55,6.38,4.6,4.1,Uber Wallet
17/10/24,22:34:46,"""CNR4393766""",Completed,"""CID2110042""",Auto,Aya Nagar,Chhatarpur,7.6,29.1,,,,,,,96,36.22,4.6,4.6,Cash
19/09/24,20:25:16,"""CNR1444575""",Completed,"""CID6218946""",Go Sedan,Hauz Rani,Sarojini Nagar,4.5,34.1,,,,,,,773,3.73,3.9,4.3,UPI
31/08/24,5:54:16,"""CNR3077400""",Completed,"""CID5136403""",Premier Sedan,Chirag Delhi,Paschim Vihar,9.9,20.2,,,,,,,1328,12.29,4.4,4,Cash
22/06/24,17:01:52,"""CNR2526631""",Incomplete,"""CID4197402""",Go Sedan,Ghaziabad,Shastri Nagar,9.1,19.9,,,,,1,Vehicle Breakdown,127,12.32,,,Uber Wallet
25/06/24,18:10:37,"""CNR8023116""",Completed,"""CID2912674""",Auto,Adarsh Nagar,Vishwavidyalaya,15,44,,,,,,,178,33.81,4.2,4.5,Cash
27/12/24,18:06:28,"""CNR9547287""",Cancelled by Driver,"""CID2016478""",Go Mini,Panipat,Meerut,4.1,,,,1,Customer related issue,,,,,,,
28/06/24,18:56:49,"""CNR3323618""",Completed,"""CID3344911""",Premier Sedan,Bahadurgarh,Welcome,8.9,45,,,,,,,554,24.76,4.4,3.2,UPI
05/01/24,23:19:06,"""CNR7809326""",Completed,"""CID5873208""",Go Sedan,Old Gurgaon,ITO,2.2,28.6,,,,,,,602,43.61,4.3,4.5,UPI
13/10/24,10:14:39,"""CNR8886930""",Cancelled by Driver,"""CID9924390""",Bike,Peeragarhi,Cyber Hub,11.2,,,,1,Customer related issue,,,,,,,
01/06/24,6:14:30,"""CNR6543861""",Completed,"""CID9459580""",eBike,Badshahpur,Huda City Centre,2.1,23.5,,,,,,,655,2.29,4,3.7,UPI
01/10/24,22:17:22,"""CNR5164003""",Cancelled by Customer,"""CID8458279""",Premier Sedan,Shastri Park,Sadar Bazar Gurgaon,19,,1,Driver is not moving towards pickup location,,,,,,,,,
14/05/24,16:36:41,"""CNR8476414""",Completed,"""CID4092087""",Bike,New Colony,Madipur,2.9,26.2,,,,,,,230,6.37,4.5,3.8,Uber Wallet
27/08/24,18:10:22,"""CNR1791250""",Completed,"""CID9926808""",Auto,Tis Hazari,Udyog Bhawan,6,20.9,,,,,,,1758,22.02,4.1,4.3,UPI
15/01/24,18:25:04,"""CNR5922676""",Completed,"""CID3776900""",Premier Sedan,Cyber Hub,Madipur,5.7,36.1,,,,,,,118,42.9,4.6,4.6,Debit Card
01/04/24,18:40:03,"""CNR5063881""",Completed,"""CID9576197""",Auto,Saidulajab,Panipat,4.3,22.5,,,,,,,472,15.52,4.2,4.8,Credit Card
16/10/24,11:42:38,"""CNR8212560""",Completed,"""CID5000871""",Auto,Karkarduma,MG Road,13.9,20.5,,,,,,,801,41.6,3.8,4.7,Uber Wallet
13/09/24,22:41:44,"""CNR4685696""",Completed,"""CID1861278""",Uber XL,Vishwavidyalaya,Sultanpur,11.5,23.3,,,,,,,953,43.16,4.6,4.9,UPI
03/03/24,11:08:37,"""CNR3470835""",Incomplete,"""CID6714768""",Uber XL,Inderlok,Noida Film City,3.1,21.1,,,,,1,Other Issue,437,15,,,Cash
05/07/24,12:17:43,"""CNR3265097""",Completed,"""CID7684005""",Go Sedan,Sikanderpur,Janakpuri,5.7,16.2,,,,,,,861,28.49,4.4,4.5,Debit Card
18/09/24,18:04:52,"""CNR6328746""",Completed,"""CID9911951""",Go Mini,Chhatarpur,Udyog Bhawan,8.6,23,,,,,,,446,49.07,4.5,4.8,UPI
26/10/24,17:05:01,"""CNR3152323""",Cancelled by Customer,"""CID5114962""",Auto,Rohini West,Subhash Nagar,10.7,,1,Driver asked to cancel,,,,,,,,,
13/09/24,3:14:19,"""CNR6352787""",Cancelled by Customer,"""CID7745954""",Go Mini,Botanical Garden,Rajiv Chowk,9.1,,1,AC is not working,,,,,,,,,
10/12/24,18:49:18,"""CNR2712247""",No Driver Found,"""CID9784896""",Go Mini,Rajiv Chowk,Uttam Nagar,,,,,,,,,,,,,
09/09/24,1:17:52,"""CNR9829957""",Completed,"""CID1253500""",Uber XL,Basai Dhankot,Gurgaon Sector 56,9.9,39,,,,,,,226,10.12,3.3,4.9,UPI
21/06/24,20:15:33,"""CNR1442384""",Completed,"""CID7197276""",Go Sedan,Udyog Vihar,Vishwavidyalaya,7.6,24.6,,,,,,,750,41.24,4.2,3.9,UPI
29/10/24,13:08:28,"""CNR6427376""",Completed,"""CID4329067""",Bike,Nawada,Saket A Block,12.2,24,,,,,,,55,21.22,3.3,5,UPI
08/11/24,17:12:43,"""CNR9719179""",Completed,"""CID6303092""",Premier Sedan,Sarai Kale Khan,Rithala,6.9,28.6,,,,,,,694,7.52,4.6,4.8,UPI
01/07/24,6:19:07,"""CNR4285266""",Incomplete,"""CID9403840""",Auto,Janakpuri,Tis Hazari,5.2,25.3,,,,,1,Other Issue,160,1.44,,,Debit Card
17/02/24,9:12:41,"""CNR2956091""",Completed,"""CID3239752""",Bike,Janakpuri,Civil Lines Gurgaon,2.4,20.1,,,,,,,117,11.81,4.2,4.3,UPI
29/02/24,21:03:50,"""CNR3218847""",Incomplete,"""CID3289034""",Auto,AIIMS,Paharganj,7.8,18.5,,,,,1,Other Issue,621,17.26,,,UPI
13/09/24,19:39:24,"""CNR5700394""",Completed,"""CID8079557""",Bike,Sonipat,Ashok Vihar,11.7,40.6,,,,,,,444,33.32,4.3,4.2,UPI
06/02/24,3:46:01,"""CNR7906568""",Cancelled by Driver,"""CID9280126""",Bike,Bahadurgarh,Chanakyapuri,3.4,,,,1,Personal & Car related issues,,,,,,,
04/01/24,11:05:12,"""CNR7962325""",Completed,"""CID8052067""",eBike,Pulbangash,Kashmere Gate,10,16.4,,,,,,,128,15.23,4.2,4.5,Credit Card
23/05/24,16:53:40,"""CNR3005982""",Completed,"""CID5284438""",Premier Sedan,Maidan Garhi,Karkarduma,8.5,37.1,,,,,,,834,44.79,4.7,4.3,Cash
28/10/24,18:19:23,"""CNR3207199""",Cancelled by Driver,"""CID3588600""",Go Sedan,AIIMS,Noida Sector 18,3.5,,,,1,The customer was coughing/sick,,,,,,,
12/09/24,16:45:26,"""CNR9490389""",Completed,"""CID2162001""",Go Sedan,Panchsheel Park,Sushant Lok,2.2,17.4,,,,,,,380,13.23,4.5,4.4,UPI
30/07/24,3:29:45,"""CNR1851236""",Cancelled by Customer,"""CID6556079""",Auto,Vinobapuri,Kaushambi,12,,1,Change of plans,,,,,,,,,
26/05/24,7:11:28,"""CNR4721074""",Completed,"""CID7348792""",Go Sedan,Dwarka Mor,Botanical Garden,8.5,36.8,,,,,,,382,9.09,4.6,4.8,Credit Card
01/11/24,18:54:16,"""CNR4266522""",Completed,"""CID7361662""",Auto,Kanhaiya Nagar,Inderlok,4.7,33.3,,,,,,,789,22.7,4.9,4.9,Credit Card
28/11/24,20:30:45,"""CNR1068362""",Completed,"""CID3364319""",Go Mini,Ashok Park Main,Anand Vihar ISBT,12.7,28.7,,,,,,,132,25.4,4.1,5,Cash
23/05/24,16:05:12,"""CNR3660618""",Completed,"""CID1602162""",eBike,INA Market,Vatika Chowk,9.8,22,,,,,,,570,46.46,4.5,3.6,Debit Card
20/06/24,7:10:54,"""CNR2841060""",No Driver Found,"""CID6119216""",Uber XL,Karkarduma,Udyog Vihar Phase 4,,,,,,,,,,,,,
13/12/24,21:48:02,"""CNR3805228""",No Driver Found,"""CID6340779""",Auto,Greater Noida,Saidulajab,,,,,,,,,,,,,
30/03/24,22:33:43,"""CNR5896680""",Cancelled by Driver,"""CID7860319""",Auto,Barakhamba Road,Sadar Bazar Gurgaon,9.8,,,,1,The customer was coughing/sick,,,,,,,
22/01/24,19:09:12,"""CNR5589460""",Completed,"""CID5748176""",Go Sedan,Palam Vihar,Gurgaon Sector 56,8.1,36.6,,,,,,,297,9.64,4.5,4.8,UPI
02/04/24,7:53:38,"""CNR9906817""",Completed,"""CID3144892""",Go Mini,Ambience Mall,Model Town,10.4,21.2,,,,,,,429,9.6,4.3,4.1,UPI
27/09/24,21:06:34,"""CNR8989179""",Completed,"""CID1986735""",Go Sedan,Gwal Pahari,Noida Sector 62,5.9,37.5,,,,,,,132,30.94,4.3,4.6,UPI
27/12/24,15:18:03,"""CNR7448307""",Completed,"""CID2902551""",Go Sedan,Mansarovar Park,Kalkaji,3.6,43.7,,,,,,,288,8.85,4.2,5,Credit Card
17/08/24,10:27:02,"""CNR1238056""",Cancelled by Driver,"""CID7528930""",Go Mini,Khandsa,IMT Manesar,9.3,,,,1,More than permitted people in there,,,,,,,
26/01/24,21:37:38,"""CNR9972743""",Cancelled by Driver,"""CID9454868""",Go Mini,Yamuna Bank,Udyog Vihar Phase 4,8.3,,,,1,The customer was coughing/sick,,,,,,,
19/07/24,13:42:28,"""CNR6483270""",Cancelled by Driver,"""CID2734643""",Bike,Paharganj,Old Gurgaon,8.4,,,,1,The customer was coughing/sick,,,,,,,
01/04/24,10:16:21,"""CNR9513121""",Completed,"""CID8728046""",Auto,Indraprastha,Udyog Vihar Phase 4,14.6,41.3,,,,,,,392,37.02,4.8,4.7,Debit Card
28/06/24,13:53:52,"""CNR4456770""",Completed,"""CID9446916""",Go Sedan,Laxmi Nagar,Bahadurgarh,4.7,39.1,,,,,,,824,17.87,3.3,4.7,UPI
24/04/24,15:06:17,"""CNR5715013""",Completed,"""CID5285731""",Go Mini,Rohini,Vishwavidyalaya,7,19.6,,,,,,,135,27.37,3.6,4.5,Cash
27/05/24,17:44:22,"""CNR6875021""",Cancelled by Driver,"""CID3782831""",Auto,Greater Noida,Kashmere Gate,10.3,,,,1,Personal & Car related issues,,,,,,,
21/12/24,14:58:09,"""CNR5995524""",Completed,"""CID6230251""",Bike,Green Park,Botanical Garden,7.6,30.2,,,,,,,1331,46.27,4.3,4.7,UPI
09/10/24,8:46:01,"""CNR6028821""",Completed,"""CID4932917""",Go Sedan,Lok Kalyan Marg,Moolchand,14,20.3,,,,,,,970,16.55,4.3,4.9,UPI
28/08/24,8:33:13,"""CNR5220362""",Incomplete,"""CID5771889""",Auto,Saidulajab,Jhilmil,4,14.2,,,,,1,Other Issue,614,3.97,,,Uber Wallet
01/10/24,17:49:08,"""CNR1119501""",Completed,"""CID5367492""",Auto,Patel Chowk,Narsinghpur,6.2,18.6,,,,,,,239,37.41,3.3,3.8,UPI
03/05/24,22:00:27,"""CNR3458566""",Completed,"""CID8157682""",eBike,Saidulajab,Laxmi Nagar,14.7,32.5,,,,,,,638,28.78,4.6,3.6,UPI
10/03/24,11:36:56,"""CNR4242573""",Completed,"""CID4006884""",Premier Sedan,Meerut,Chirag Delhi,7.6,26.4,,,,,,,276,12.14,4.3,4.4,Cash
11/05/24,18:19:04,"""CNR9188686""",Completed,"""CID1112455""",eBike,Basai Dhankot,MG Road,4,28.9,,,,,,,188,7.93,4.8,4.7,UPI
13/08/24,10:20:52,"""CNR1183347""",Completed,"""CID9773374""",Bike,Nirman Vihar,Central Secretariat,8.2,37.8,,,,,,,937,25.17,4.8,4.6,UPI
30/10/24,14:58:08,"""CNR4558406""",Incomplete,"""CID3630526""",Go Mini,Bhikaji Cama Place,Chhatarpur,8.4,15.9,,,,,1,Other Issue,154,10.81,,,Debit Card
26/06/24,13:04:46,"""CNR3476834""",Completed,"""CID9419533""",Go Sedan,IIT Delhi,Chanakyapuri,10.5,29.3,,,,,,,399,37.83,4.2,4.9,Credit Card
28/06/24,13:23:43,"""CNR9907217""",Completed,"""CID7075896""",Go Mini,Jor Bagh,IIT Delhi,10.3,16.4,,,,,,,99,26.11,4.3,4.8,UPI
15/02/24,20:26:42,"""CNR2884045""",Completed,"""CID2242349""",Go Mini,Bhikaji Cama Place,Keshav Puram,9.3,30.1,,,,,,,113,13.31,4.2,4.6,Uber Wallet
05/07/24,9:38:10,"""CNR7761852""",Completed,"""CID3212465""",Uber XL,Golf Course Road,Rithala,5.4,35.6,,,,,,,634,27.44,4.8,4.2,Uber Wallet
01/11/24,20:53:09,"""CNR7683276""",Cancelled by Driver,"""CID7242729""",Premier Sedan,Meerut,Mundka,3.2,,,,1,More than permitted people in there,,,,,,,
16/10/24,16:13:23,"""CNR5628204""",Cancelled by Driver,"""CID4972565""",Auto,Pragati Maidan,Kherki Daula Toll,6.3,,,,1,More than permitted people in there,,,,,,,
06/04/24,12:53:03,"""CNR7171499""",Completed,"""CID6442398""",Auto,Rohini West,Chandni Chowk,5.2,40.2,,,,,,,866,36.72,4.9,4.3,UPI
07/10/24,9:56:17,"""CNR3685195""",Completed,"""CID3334434""",Auto,IIT Delhi,Bhikaji Cama Place,6.8,17.9,,,,,,,127,7.96,4.8,4.9,Debit Card
11/04/24,11:23:22,"""CNR9186210""",Completed,"""CID8519560""",Go Mini,Vidhan Sabha,Uttam Nagar,7.2,32.1,,,,,,,324,44.92,3.4,4.9,Uber Wallet
12/04/24,9:37:47,"""CNR4762392""",Cancelled by Driver,"""CID6085497""",Go Sedan,Kashmere Gate,MG Road,5.1,,,,1,Customer related issue,,,,,,,
22/06/24,22:47:11,"""CNR9812458""",Cancelled by Driver,"""CID9600023""",Uber XL,Ashok Park Main,Panchsheel Park,7.8,,,,1,More than permitted people in there,,,,,,,
13/03/24,6:43:05,"""CNR5480767""",Cancelled by Driver,"""CID6075836""",Auto,Golf Course Road,Arjangarh,8.6,,,,1,More than permitted people in there,,,,,,,
23/05/24,21:03:50,"""CNR2207095""",Incomplete,"""CID4418851""",Bike,Kashmere Gate,Noida Film City,7.8,24.9,,,,,1,Other Issue,60,1,,,UPI
16/08/24,19:45:10,"""CNR1512327""",No Driver Found,"""CID6904713""",Premier Sedan,Mansarovar Park,IFFCO Chowk,,,,,,,,,,,,,
27/12/24,12:59:34,"""CNR4550883""",Completed,"""CID7981839""",Auto,Nehru Place,Arjangarh,8.2,38.8,,,,,,,954,31.29,4.1,4.3,UPI
09/03/24,16:32:46,"""CNR9350612""",Cancelled by Driver,"""CID3009290""",Go Mini,Pataudi Chowk,Khandsa,9.8,,,,1,Customer related issue,,,,,,,
19/12/24,19:58:15,"""CNR8431413""",Incomplete,"""CID4464111""",Go Sedan,Govindpuri,Chirag Delhi,5.3,13,,,,,1,Other Issue,79,5.59,,,UPI
03/02/24,21:56:56,"""CNR1463773""",Completed,"""CID2358251""",Go Mini,Satguru Ram Singh Marg,Uttam Nagar,10.5,38.9,,,,,,,267,13.88,4.3,4.3,UPI
30/03/24,19:01:00,"""CNR8155246""",Completed,"""CID1470143""",Auto,Samaypur Badli,India Gate,11.2,20.9,,,,,,,358,26.9,4.6,3.4,Uber Wallet
15/11/24,5:19:47,"""CNR1906982""",Completed,"""CID8514302""",Go Mini,Welcome,IGI Airport,3.1,35.7,,,,,,,166,3.96,4.9,4.9,Cash
24/04/24,7:50:35,"""CNR5868118""",Incomplete,"""CID2348243""",Bike,MG Road,Raj Nagar Extension,8.6,19.1,,,,,1,Customer Demand,220,7.48,,,Debit Card
28/08/24,20:09:06,"""CNR2504714""",Cancelled by Driver,"""CID7479913""",Go Mini,Sohna Road,Gurgaon Sector 56,3.4,,,,1,The customer was coughing/sick,,,,,,,
15/09/24,6:31:04,"""CNR8791723""",Cancelled by Driver,"""CID2693203""",Bike,Saket A Block,Vaishali,4.7,,,,1,Customer related issue,,,,,,,
27/04/24,20:28:18,"""CNR5331319""",Cancelled by Driver,"""CID2631938""",Go Mini,Meerut,Vatika Chowk,4.6,,,,1,Customer related issue,,,,,,,
07/10/24,16:04:22,"""CNR3119293""",Incomplete,"""CID7935920""",Bike,Ashok Park Main,Chandni Chowk,3.6,13.4,,,,,1,Other Issue,333,13.99,,,Credit Card
08/02/24,8:29:43,"""CNR4925114""",Completed,"""CID8301930""",Go Mini,Rithala,Satguru Ram Singh Marg,5.3,22,,,,,,,158,20.63,3.7,4.2,UPI
19/01/24,17:02:13,"""CNR9140764""",Cancelled by Driver,"""CID8819609""",Auto,Vatika Chowk,Civil Lines Gurgaon,9.6,,,,1,The customer was coughing/sick,,,,,,,
07/08/24,21:49:07,"""CNR8928680""",Incomplete,"""CID4002977""",Go Mini,South Extension,Kaushambi,9.3,25.5,,,,,1,Vehicle Breakdown,982,1.22,,,Cash
27/06/24,10:23:36,"""CNR9412660""",Completed,"""CID9353845""",Go Sedan,Tughlakabad,Dilshad Garden,12.3,15.2,,,,,,,861,34.04,4.8,4.3,UPI
08/11/24,17:15:23,"""CNR7023777""",Completed,"""CID5513229""",Bike,Udyog Bhawan,Delhi Gate,13.1,30.9,,,,,,,490,36.27,4.1,4.7,Debit Card
07/01/24,11:18:13,"""CNR1690029""",Cancelled by Driver,"""CID3016687""",Auto,Rohini East,Ambience Mall,10.1,,,,1,More than permitted people in there,,,,,,,
08/03/24,16:17:43,"""CNR7468090""",Cancelled by Driver,"""CID8850294""",Auto,Azadpur,Lajpat Nagar,7.7,,,,1,The customer was coughing/sick,,,,,,,
23/09/24,17:04:18,"""CNR8047744""",Completed,"""CID7316916""",Go Sedan,Rajouri Garden,Netaji Subhash Place,7.2,19.7,,,,,,,458,20.25,4.6,4.9,UPI
26/11/24,8:28:21,"""CNR4358224""",Incomplete,"""CID9049139""",Bike,Shastri Park,Udyog Vihar,3.3,19.5,,,,,1,Vehicle Breakdown,857,16.78,,,Uber Wallet
02/02/24,8:47:54,"""CNR9622870""",Completed,"""CID9294917""",Go Mini,Ghaziabad,Mundka,12.3,40.6,,,,,,,410,47.43,4.7,4.2,UPI
04/11/24,23:15:35,"""CNR1372824""",Cancelled by Driver,"""CID8004483""",eBike,Badshahpur,Ardee City,11,,,,1,Personal & Car related issues,,,,,,,
